1962,מנורה,תל אביב,יידישע אליינהילף 1939-1945,"ווייבערט, מיכאל"
,מאקס יאנקאוויץ,ניו יארק,עהרליך צו זיך אליין,"ווייטשענקא, וו"
1966,המנורה,תל אביב,טרופע טאנענצאפ.,"ווייכערט, מיכאל"
1962,מנורה,תל אביב,יידישע אליינהילף. 1939-1945,"ווייכערט, מיכאל"
,מאקס יאנקאוויטש,ניו יארק,דאס בילד פון דאריאן גריי,"וויילד, אסקאר"
1926,גראער און סטאדאלסקי,ניו יארק,דע פראפונדיס. פון דער טיפעניש,"וויילד, אסקאר"
1949,עכא-ציוניסט,פאריז,דער ציוניזם אויף נייע וועגן,"וויינבערג, יוסף"
1940,אידישער וועלפעיר פעדעראציע,דעטראיט,אידישע אינסטיטוציעס און אנשטאלטן אין דעטראיט,"וויינבערג, ש. ד."
1941,הוצאת יצחק גולד,מאטרעאל - ני,תורה למתחילים. בראשית,"וויינגארטן, י"
1942,,מאטרעאל - ני,א וועלט אין פלאמען,"וויינגארטן, ירחמיאל"
1974,י. ל. פרץ,תל אביב,אין גרויסן דרויסן,"וויינינגער, מ פריד"
1951,,בוענאס איירעס,א פאסטוך אין ניו יארק. סאנעטן און לידער,"וויינינגער, מ. פריד"
1942,,ניו יארק,אוונט ביים פרוט,"וויינינגער, מ. פריד"
1981,י. ל .פרץ,תל אביב,אותיות - ווערטער - סטראפן,"וויינינגער, פריד"
1966,י. ל. פרץ,תל אביב,"ביים פרוט, לא פלאטא און ירדן. לידער און סאנעטן","וויינינגער, פריד"
1992,בר-אילן אוניווערסיטעט,רמת-גן,שטודיעס אין לייוויק,"וויינער, גרשון"
1990,בר אילן אוניווערסיטעט,ירושלים,יהודה עלבערג. עסייען וועגן זיין ליטערארישן שאפן.,"וויינער, גרשון (רעד)"
1933,אויפקום,ניו יארק,"Weinper, Z. (1933). Idishe shriftshteler. Nyu-York, Oyfkum.","וויינפער, ז"
1936,אויפקום,ניו יארק,אידישע שריפטשטעלער,"וויינפער, ז"
1951,איקוף,ניו יארק,פאעמען וועגן די נביאים,"וויינפער, ז"
1951,איקוף,ניו יארק,פאעמען וועגן די נביאים.,"וויינפער, ז"
1956,איקוף,ניו יארק,"קוירק, פרענק ס. זיין לעבן און שאפן","וויינפער, ז"
1948,איקוף,ניו יארק,שרייבער און קינסטלער,"וויינפער, ז"
1940,אויפקום,ניו יארק,"Weinper, Z. (1940). Mosheh Leyb Halpern. New York, Oyf*kum.","וויינפער, זלמן"
1947,איקוף,ניו יארק,"Weinper, Z. (1947). Baym Grend *Kenyon. New York, I*kuf.","וויינפער, זלמן"
1958,איקוף,ניו יארק,"Weinper, Z. (1958). Shrayber un kinstler. Nyu-York, Ikuf.","וויינפער, זלמן"
1953,איקוף,ניו יארק,א גאסט פון אמעריקע,"וויינפער, זלמן"
1946,איקוף,ניו יארק,אויף די זאמדן פון יהודה,"וויינפער, זלמן"
1934,אויפקום,ניו יארק,אונטערוועגנס,"וויינפער, זלמן"
1929,אויפקום,ניו יארק,אייגנס,"וויינפער, זלמן"
1922,פארלאג קולטור,ניו יארק,ביי דער גרעבליע,"וויינפער, זלמן"
1925,די פעדער,ניו יארק,גאלד און גרין,"וויינפער, זלמן"
1932,אויפקום,ניו יארק,געקליבענע לידער,"וויינפער, זלמן"
1932,אויפקום,ניו יארק,געקליבענע לידער.,"וויינפער, זלמן"
1943,איקוף,ניו יארק,דאס געזאנג פונעם גלויביקן,"וויינפער, זלמן"
1962,איקוף,ניו יארק,דאס ז. וויינפער בוך,"וויינפער, זלמן"
1948,איקוף,בוענאס איירעס,דער גילדערנער האן,"וויינפער, זלמן"
1954,איקוף,ניו יארק,לייד און פרייד,"וויינפער, זלמן"
1942,מארגן פרייהייט,ניו יארק,מיטן אידישן לעגיאן.,"וויינפער, זלמן"
1951,איקוף,ניו יארק,פאעמען וועגן די נביאים,"וויינפער, זלמן"
1920,בצלאל,,פון אונזער לאנד,"וויינפער, זלמן"
1954,,מאסקווע - תא - ני,אדאמיזם.,"וויינרויך, הערשל"
1950,מענש און ייד פארלאג,ניו יארק,בלוט אויף דער זון. יידן אין סאוועט-רוסלאנד,"וויינרויך, הערשל"
19,יידישער לערער סעמינאר און פאלקס אוניווערזיטעט,ניו יארק,געדאנק און לעבן. פערטליארשריפט,"וויינריב, ב. דר (רעד)"
1962,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,קאמיסארן. ראמאן,"וויינרייך, הערשל ה"
1962,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,קאמיסארן. ראמאן,"וויינרייך, הערשל ה"
1947,ייווא ביבליאטעק,ניו יארק,היטלערס פראפעסארן.,"וויינרייך, מאקס"
1955,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,פון ביידע זייטן פלויט,"וויינרייך, מאקס"
,ייווא,ניו יארק,ייווא בלעטער. שריפט פון ייווא.,"וויינרייך, מאקס - יודל מארק (רעד)"
1934,ב. קלעצקין,ווילנע,ייווא בלעטער. שריפט פון ייווא. 1-3 (42-44),"וויינרייך, מאקס - יודל מארק (רעד)"
1935,ארבעטער רינג,ניו יארק,בילדער פון אידישן ארבעטער לעבן אין אמעריקע.,"וויינשטיין, ב"
1924,וועקער,ניו יארק,פערציק יאר אין דער אידישער ארבעטער באוועגונג.,"וויינשטיין, ב"
1960,י. ל. פרץ,תל אביב,אין דוד המלכ'ס גיטער,"וויינשטיין, בעריש"
1955,ציקא,ניו יארק,אמעריקע.,"וויינשטיין, בעריש"
1965,ציקא-המנורה,ני-תל אביב,באשערטע לידער,"וויינשטיין, בעריש"
1936,חברים קאמיטעט,ניו יארק,ברוכווארג,"וויינשטיין, בעריש"
1964,י. ל. פרץ,תל אביב,האמעריאדע,"וויינשטיין, בעריש"
1947,דוד איגנאטאף פונד,ניו יארק,ריישע. א פאעמע,"וויינשטיין, בעריש"
1951,ניומאן,תל אביב,רישא. פואימה,"וויינשטיין, בעריש"
1929,פאראייניקטע יידישע ווערשאפטן,ניו יארק,די אידישע יוניאנס אין אמעריקא,"וויינשטיין, בערנארד"
1940,,שיקאגא,פון מיין גארטן. לידער,"וויינשטיין, משה"
1948,זריעה,מאנטעווידעא,פאר אלט - נייע התחייבותן,"וויינשענקער, איציק"
1957,זריעה,מאנטעווידעא,בויערס און מיטבויערס פון יידישן ישוב אין אורוגוויי,"וויינשענקער, י (רעד)"
1966,יידיש בוך,ווארשע,"Weiss, J. (1966). In loyf fun yorn. [*Varshe, Yidish bukh.","ווייס, יוסף"
1957,איקוף,ניו יארק,אונדזער וועלט. דערציילונגען,"ווייס, יוסף"
1933,גראשן ביבליאטעק,ווארשע,דער שאס אויף פעטליוראן,"ווייס, ש"
1943,איקוף,לאס אנדזשעלעס,צו דער וועלט,"ווייס, שפרה"
1953,ש. וו.,לאס אנדזשעלעס,צום מארגנדיקן מארגן. געקליבענע לידער,"ווייס, שפרה"
1954,המשך פארלאג,מעקסיקא,אונטער ישראל הימל. א טאגבוך,"ווייסבוים, אברהם"
1954,המשך,מעקסיקע,אונטערן ישראל הימל. רייזעאיינדרוקן,"ווייסבוים, אברהם"
1959,המשך,מעקסיקע,אין מעקסיקאנער גן-עדן,"ווייסבוים, אברהם"
1947,וויסן פארלאג,מעקסיקע,מעקסיקאנער זיגזאגן.,"ווייסבוים, אברהם"
1979,פריינד פארלאג,תל אביב,ישראל קינסטלער. עסייען,"ווייסמאן, גבריאל"
1988,ישראל בוך,תל אביב,פון מיין סוד,"ווייסמאן, גבריאל"
1928,,ניו יארק,יונג גראז,"ווייסמאן, י. א."
1939,,פאריז,אינזיך. דעצעמבער 1939. נומער 53. א. לעיעלעס נומער,"ווייסמאן, י. א. (רעד)"
1956,פארלאג פרוב אליין,"אנטאריע, קאליפארניע",פון נעכטן און היינט,"ווייסמאן, משה"
1931 (1938),פועלי ציון,ניו יארק,דאס ווארט. ליטערארישע כרעסטאטיע.,"ווייסמאן, שלמה"
1931,פועלי ציון,ניו יארק,דאס ווארט. ליטערארישע כרעסטאטיע. פארבעסערטע אויסגאבע,"ווייסמאן, שלמה"
1959,זשעלעכאווער לאנדסלייט,שיקאגא,געקליבענע ווערק,"ווייסנבערג, י. מ."
1919,ליטעראריש פארלאג,ניו יארק,געזאמלטע שריפטן,"ווייסענבערג, א. מ"
1954,ציקא,ניו יארק,"Weissenberg, I. M. (1954). Geklibene verk. [New York], Tsiko.","ווייסענבערג, י. מ"
1950,יידיש בוך,ווארשע,געקליבענע שריפטן,"ווייסענבערג, י. מ."
1912,גיטלינ'ס פאלקס-ביבליאטעק,ווארשוי,ערצעהלונגען און בילדער,"ווייסענבערג, י. מ."
,פארגרעס,ווארשע,קאספער,"ווייסענבערג, י. מ."
1977,זלמן שניאור,פאריז,בעל שם מאטיוון און אנדערע דערציילונגען,"ווייץ, א"
1984,אויפסניי,פאריז,אותיות אין בלות. דערציילונגען,"ווייץ, אברהם"
1961,יידבוך,בוענאס איירעס,די לעצטע געטא.,"ווייץ, אברהם"
1972,מסדה רמת גן,רמת גן,מגמדא לרוחא.,"ווייץ, יוסף"
1946,,בוענאס איירעס,שלמה המלך און זיין לערע,"ווייצמאן, אהרן"
1909,,ירושלים,ספר ואמרו אמן.,"ווילדמאן, יהושע אלטר"
1974,מחבר,ירושלים,געראנגל - 2,"ווילענקין, לייזער"
1975,קולטור פעדעראציע,קייפטאן,שטימונג לידער,"ווילקין, דוד"
1925,פעדער,ניו יארק,מיינע יארן. לידער,"ווינאגראד, מ"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1927,פרייהייט,ניו יארק,געזאמלטע ווערק,"ווינטשעווסקי, מאריס"
1909,צוקונפט פרעס פעדעריישן,ניו יארק,דיא צוקונפט. 1909 VOL 14.,"ווינטשעווסקי, מאריס"
1920,פארווערטס,ניו יארק,דראמאטישע ווערק.,"ווינטשעווסקי, מאריס"
1908,צוקונפט פרעס פעדעריישן,ניו יארק,די צוקונפט. 1908. VOL 13,"ווינטשעווסקי, מאריס (רעד)"
1940,,מעקסיקע,פארצייטן. ביבלישע דערציילונגען און לעגענדעס.,"וויניעצקי, י"
1945,פראגרעס,מעקסיקא,באגינען,"ווינעצקי, י"
1935,קולטור צווייג,ניו יארק,בירעבידזשאן,"ווינפער, ז"
1931,מארגן-פרייהייט,ניו יארק,אין סאוועטישן געבוי,"וויקטאר, אב"
1935,פארווערטס,ניו יארק,פארווערטס אלמאנאך,"וולאדעק, ב"
1917,מיללער און הילמאן,ניו יארק,פון דעם טיפעניש פון הארצן. א בוך פון ליידן און קאמף.,"וולאדעק, ב (רעד)"
1948,ארבעטער רינג,ניו יארק,פון ביידע זייטן געטא-מויער.,וולאדקע
1920,קראפאטקין ליטעראטור געזעלשאפט,ניו יארק,די געשיכטע פון טרייד יוניאניזם.,"וועבב, סידנעי און בעאטריס"
1921,קראפאטקין ליטעראטור געזעלשאפט,ניו יארק,די געשיכטע פון טרייד יוניאניזם.,"וועבב, סידנעי און בעאטריס"
,דאס נייע לעבן,ווארשע,דאס געשלעכטס לעבן פון מענער און פרויען,"וועבער, נ (פראפ)"
1958,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,אין יענע טעג,"וועלנער, פנחס"
,ציקא,,ביי די ברעגן פון אוירעסונד,"וועלנער, פנחס"
1930,ב. קלעצקין,ווארשע-ווילנע,וועלט-געשיכטע.,"וועלס, הערבערט"
1930,ב. קלעצקין,ווארשע-ווילנע,וועלט-געשיכטע.,"וועלס, הערבערט"
1977,י. ל. פרץ,תל אביב,א טראפן אין לויטערן ים,"וועלעדניצקי, אברהם"
1926,,ניו יארק,"Weprinsky, R. (1926). Ruf fun fligl. Nyu Yor*k, [o. fg.].","וועפרינסקי, ראשעל"
1979,י. ל. פרץ,תל אביב,"Weprinsky, R. (1979). Lider. Tel-Aviv, Farlag Y.L. Perets.","וועפרינסקי, ראשעל"
1971,י. ל. פרץ,תל אביב,דאס קרייצן פון די הענט,"וועפרינסקי, ראשעל"
1965,י. ל. פרץ,תל אביב,די פאליטרע. לידער,"וועפרינסקי, ראשעל"
1980,י. ל. פרץ,תל אביב,בריוו 1918-1953. מאני לייב צו ראשעל וועפרינסקי,"וועפרינסקי, רחל"
1919,ליטעראטור,ניו יארק,דער דאמען-העלד,"ווערביצקאיא, אננא"
1957,,מאנטעווידעא,אלעמענס וועלט... 101 לידער,"ווערבלון, עליע"
1976,,תל אביב,אבוש ווערבער: צו דער ערשטער יארצייט,"ווערבער, אבוש"
1976,י.ל. פרץ,תל אביב,אויף גראז און ליים,"ווערבער, שפרה"
1968,י. ל. פרץ,תל אביב,ווונד אין בלי,"ווערבער, שפרה"
1969,איקוף,ניו יארק,Oyg oyf oyg : lider un poemes.,"ווערגעליס, אהרן"
1965,סאוועטסקי פיסאטעל,מאסקווע,האריזאנטן,"ווערגעליס, ארן"
,,מאסקווע,סאוועטיש היימלאנד.,"ווערגעליס, ארן"
1976,סאוועטסקי פיסאטעל,מאסקווע,רייזעס.,"ווערגעליס, ארן"
1982,סאוועטסקי פיסאטעל,מאסקווע,די תקופה פון מענטשלעכקייט,"ווערטשענקא, יורי"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1922,היברו פאבלישינג קא,ניו יארק,געוועהלטע ווערק,"ווערן, זשול"
1945,הוצאת תור,ארץ ישראל,מדריך ארץ ישראל.,"וילנאי, זאב דר"
1945,מתנות,ניו יארק,ר' סעדיה גאון. זיין לעבן און שאפן.,ז. ברושי
1936,בזשאזא פארלאג,ווארשע,אין אייביקן טומל. אמעריקע,ז. ברכות
,,ניו יארק,"Zola, E. and J. Paley Der veiberscher gan Eden.","זאלא, ע"
,היברו פאבלישינג קא,ניו יארק,געוויילטע ווערק,"זאלא, עמיל"
,פארווערטס,ניו יארק,געלט.,"זאלא, עמיל"
1924,ה. ז. פובליקיישן קאמיטי,ניו יארק,געקליבענע שריפטען,"זאלאטאראוו, הלל - יואל ענטין"
1930,,דעטראיט,קולטור-טרעגער פון דער אידישער ליטורגיע,"זאלודקאווסקי, אליהו"
1935,היברו פאבלישינג קאמפאני,ניו יארק,דרשות לבר מצוה.,"זאלמאנאוויטש, הגאון"
,היברו פאבלישינג קא,ניו יארק,דרשות פאר אלע.,"זאלמאנאוויטש, הגאון - ב. פרנס (רעד)"
1956,,קאנאדע,אונדזער קולטור המשך,"זאלף, פאליג"
1952,מחבר,וויניפעג,די לעצטע פון א דור,"זאלף, פאליק"
1970,ישראל בוך,תל אביב,און מען האט מיך רעהאביליטירט,"זאלצמאן, משה"
1983,,פאריז,בעלא שאפירא. די פאפולערע פרויען-געשטאלט,"זאלצמאן, משה"
1981,ישראל בוך,תל אביב,די גרויסע ענדערונג אין יידישן לעבן אין פראנקרייך,"זאלצמאן, משה"
1954,יידיש בוך,ווארשע,זוניקע טעג,"זאלצמאן, משה"
1954,יידיש בוך,ווארשע,זוניקע טעג,"זאלצמאן, משה"
1980,געזעלשאפט פאראייניקטע קינדער פון לובלין,פאריז,יוסף עפשטיין. (קאלאנעל זשיל),"זאלצמאן, משה"
1936,איט. ארבעט ארדן,ניו יארק,צו דער געשיכטע פון דעם פראטערנאלער באוועגונג.,"זאלצמאן, ר"
1922,גמרא פארלאג,לאנדאן,תלמוד אין יידיש. צווייטער טייל. מסכתא ברכות.,"זאלקינד, יעקב מאיר, דר"
1929,תלמוד פארלאג,לאנדאן,תלמוד אין יידיש. צווייטער טייל. מסכתא דמי.,"זאלקינד, יעקב מאיר, דר"
1932,תלמוד פארלאג,לאנדאן,תלמוד אין יידיש. צווייטער טייל. מסכתא כלאים.,"זאלקינד, יעקב מאיר, דר"
1928,תלמוד פארלאג,לאנדאן,תלמוד אין יידיש. צווייטער טייל. מסכתא פאה.,"זאלקינד, יעקב מאיר, דר"
1945,דער עמעס,מאסקווע,דער אויפקום פון די פארורטיילטע,"זאמער, ע"
1933,גראשן-ביבליאטעק,ווארשע,אוריאל אקאסטא,"זאנגוויל, ישראל"
1909,ב. רודערמאן,לאנדאן,טרוימער פון דער גהעטא,"זאנגוויל, ישראל"
1929,יאנקאוויטש,ניו יארק,טרוימערס פון דעם גהעטא,"זאנגוויל, ישראל"
1971,אויפקום,תל אביב,א פלאש אויפן וואסער,"זאנדבערג, ישיעה"
1965,אויפקום,תל אביב,פונקען אין דער נאכט,"זאנדבערג, ישיעה"
1963,י. ל. פרץ,תל אביב,דער שונא אין די מויערן,"זאנדבערג, ישעיה"
1968,אויפקום,תל אביב,קלאנגען,"זאנדבערג, ישעיה"
1954,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,יידיש-ווארשע,"זאנשיין, משה"
1964,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,אויף וועגן פון גורל,"זאק, אברהם"
1962,קולטור קאנגרעס,בוענאס איירעס,אויף פרעמדער ערד,"זאק, אברהם"
1971,קולטור קאנגרעס,בוענאס איירעס,אויף שטילע וועגן. לידער און פאעמעס,"זאק, אברהם"
1958,יידבוך,בוענאס איירעס,אויף שליאכן פון הפקר,"זאק, אברהם"
-1972,יידבוך,בוענאס איירעס,אין אומרו פון יארן,"זאק, אברהם"
1962,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,אין אנהייב פון א פרילינג,"זאק, אברהם"
1966,ייווא,בוענאס איירעס,אין קיניגרייך פון יידישן ווארט.,"זאק, אברהם"
1970,ייווא אין ארגענטינע,בוענאס איירעס,חורבן - אנטאלאגיע,"זאק, אברהם"
1949,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,יארן אין וואנדער,"זאק, אברהם"
1975,קולטור קאנגרעס,בוענאס איירעס,פון אלע מיינע יארן,"זאק, אברהם"
1955,קולטור קאנגרעס,בוענאס איירעס,פון אלע נע-ונדן,"זאק, אברהם"
1967,ייווא,בוענאס איירעס,פון הייסן אש. לידער און פאעמעס,"זאק, אברהם"
1971,ייווא,בוענאס איירעס,פליטים צווישן פייערן. אנטאלאגיע,"זאק, אברהם"
1950,ביכער פון יידישן פען קלוב,פאריז,צווישן שאטנס,"זאק, אברהם"
1951,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,קנעכט זענען מיר געווען,"זאק, אברהם"
1956,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,קנעכט זענען מיר געווען,"זאק, אברהם"
1956,צענטראל פארבאנד פון פוילישן יידן אין ארגענטינע,בוענאס איירעס,קנעכט זענען מיר געווען,"זאק, אברהם"
1948,,מאנטרעאל,געשיכטע פון יידן אין קאנאדע,"זאק, בנימין ג"
1968,י. ל. פרץ,תל אביב,אין דער פרעמד,"זאקאליק, ד"
1975,המנורה,תל אביב,אין וועג אויף צוריק. ראמאן,"זאקאליק, ד"
1975,המנורה,תל אביב,בניכר,"זאקאליק, ד"
1962,י. ל. פרץ,תל אביב,מענטשן און גאסן,"זאקאליק, ד"
1958,י. ל. פרץ ביבליאטעק,תל אביב,געראנגל,"זאקאליק, ד."
1963,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,אין שטורעם,"זאקאלניק, ד"
1974,אלטוועלטלעכער יידישער קולטור קאנגרעס,בוענאס איירעס,מדינת ישראל און דער וואטיקאן,"זאקוסקי, א. י."
1938,יידישער לערער סעמינאר,ניו יארק,אין קאמף פאר א בעסערע וועלט,"זאקס, א. ש."
1925,נאציאנאלער עקזעקוטיוו קאמיטע פון ארבעטער רינג,ניו יארק,די געשיכטע פון ארבעטער רינג.,"זאקס, א. ש."
1925,נאציאנאלער עקזעקוטיוו קאמיטע פון ארבעטער רינג,ניו יארק,די געשיכטע פון ארבעטער רינג.,"זאקס, א. ש."
1915,אידישער סאציאליסטישער פעדעראציאן אין אמעריקא.,ניו יארק,די לעהרע פון סאציאליזם. ארבייטער ביבליאטעק נומער 1.,"זאקס, א. ש."
1921,נייע וועלט,ניו יארק,די פאריזער קאמונע.,"זאקס, א. ש."
1918,ארבעטער רינג,ניו יארק,פאליטישע עקאנאמיע.,"זאקס, א. ש."
1918,ארבעטער רינג,ניו יארק,פאליטישע עקאנאמיע.,"זאקס, א. ש."
1920,ארבעטער רינג,ניו יארק,פאליטישע עקאנאמיע.,"זאקס, א. ש."
1911,היברו פאבלישינג קא,ניו יארק,פאליטישע עקאנאמיע. איהר ענטשטעהונג און געשיכטע.,"זאקס, א. ש."
1926,די וועלט - קולטור ליגע,ווארשע,פאליטישע עקאנאמיע. די גרונט-פרינציפן,"זאקס, א. ש."
1924,ארבעטער רינג,ניו יארק,פאליטישע עקאנאמיע. די גרונט-פרינציפן.,"זאקס, א. ש."
1920,ארבעטער רינג,ניו יארק,פאליטישע עקאנאמיע. די גרונט-פרינציפן.,"זאקס, א. ש."
1911,צוקונפט פרעס פעדעריישן,ניו יארק,"די צוקונפט. וויסנשאפט, ליטעראטור און סאציאליזם. VOL 16","זאקס, א. ש. (רעד)"
1969,דרום אפריקע,יאהאנעסבורג,ס'איז געווען אמאל,"זאקס, חיים (קושעלעוויץ)"
1974,י. ל. פרץ,תל אביב,עלי. דריי ציקלען לידער,"זאקס, נעלי"
1962,י. ל .פרץ,תל אביב,געקליבענע ווערק,"זאראמב, שמואל"
1968,,ניו יארק,און ער האט געזונגען,"זארעצקי, הינדע"
1960,מרדכי לייב,ניו יארק,דער פערטער ניגון,"זארעצקי, הינדע"
1979,די ברידער שולזינגער,ניו יארק,צו די ברעגן פון תל אביב,"זארעצקי, הינדע"
1949,צענטראל קאמיטעט פאר יידישע פאלק שולן,ניו יארק,קראטאנא פארק בריגאדע,"זארעצקי, הינדע"
1949,צענטראל קאמיטעט פאר יידישע פאלק-שולן,ניו יארק,קראטאנא פארק בריגאדע. לידער און מעשיות,"זארעצקי, הינדע"
1929,ביבליאטעק מארק ראקאווסקי,ווארשע,נערוועזע מענטשן,"זאשטשענקא, מיכאיל"
1971,י. ל. פרץ,ישראל,די אוהאמאס. א ראמאן פון דרום אפריקע,"זיגלבוים, פייוול"
1973,,ישראל,רבקה,זיגל-לוין
1976,י. ל. פרץ,תל אביב,דער כח צו שטארבן.,"זיגעלבוים, פייוול"
1955,יידישער שרייבער און זשורנאליסטן פאריין,מאנטענווידעא,דער געראנגל,"זיטנער, שלמה"
1974,ניי לעבן,תל אביב,צווישן ווענט,"זיטנער, שלמה"
,קולטור ליגע,ווארשע,די צוקונפט שול אן ארבעט שול,"זיידל, ראבערט - ק. טעפער"
1947,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,טאגבוך פון ווארשעווער געטא,"זיידמאן, הלל דר"
1947,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,טאגבוך פון ווארשעווער געטא.,"זיידמאן, הלל דר"
1982,ישדישער קולטור גאזעלזשאפט,ירושלים,דער חוב פון זכרון,"זיידמאן, חיים"
1954,יידיש בוך,ווארשע,אנטאן טשעכאוו. זיין לעבן און שאפן,"זילבער, ד"
1953,יידיש בוך,ווארשע,וואס קומט פאר אין דייטשלאנד?,"זילבער, ד"
1954,יידיש בוך,ווארשע,אנטאן טשעכאוו. זיין לעבן און שאפן.,"זילבער, דוד"
,פארלאג פון ליטעראטור פריינד,ווין,מענשען און געשעהנישן,"זילבערבוש, דוד ישיהו"
1967,המנורה,תל אביב,מענטש און פאלק,"זילבערבערג, י - כאלעווא"
1967,המנורה,תל אביב,דענעמארק,"זילבערבערג-כאלעווא, י"
1967,המנורה,תל אביב,מענטש און פאלק,"זילבערבערג-כאלעווא, י"
1956,אלישבע,ניו יארק,אחד העם און זיין באציאונג צו יידיש,"זילבערצווייג, זלמן"
1969,"אפדרוק פון לעקסיקאן פון יידישן טעאטער, 6טער באנד",מעקסיקא,די וועלט פון אסתר רחל קאמינסקא.,"זילבערצווייג, זלמן"
1964,אלישבע,תל אביב,די וועלט פון יעקב גארדין.,"זילבערצווייג, זלמן"
1967,,מעקסיקע,לעקסיקאן פון יידישן טעאטער. קדושים באנד,"זילבערצווייג, זלמן"
1957,משפחה-קאמיטעט,פאריז,גאזאמלטע לידער,"זילבערשטיין, בייניש"
-1976,אור,תל אביב,די זון אונטער וואלקענס,"זימילעס, שלמה"
1938,מתנות,ניו יארק,חבר נחמן,זינגער י.י
1958,,בוענאס איירעס,דער מענטש און זיין געזונט,"זינגער, י"
1950,מ. ש. ש.,ניו יארק,די פאמיליע מאסקאט,"זינגער, י. ב."
1979,י. ל. פרץ - המנורה,תל אביב,דער קונצמאכער פון לובלין,"זינגער, י. ב."
1980,י. ל. פרץ,תל אביב,דער קנעכט,"זינגער, י. ב."
1975,העברעאישע אוניווערזיטעט,תל אביב,דער שפיגל און אנדערע דערציילונגען,"זינגער, י. ב."
1951,מתנות,ניו יארק,די ברידער אשכנזי,"זינגער, י. י."
1948,ארבעטער רינג,ניו יארק,ווילי,"זינגער, י. י."
1933,נ. קאפלאנסקי,בוענאס איירעס,יאשע קאלב,"זינגער, י. י."
1946,מתנות,ניו יארק,פון א וועלט וואס איז נישטא מער,"זינגער, י. י."
1964,מתנות,ניו יארק,שטאל און אייזן,"זינגער, י. י."
1953,ניומאן,תל אביב,האחים אשכני,"זינגער, י. י.- דוד סיוון"
1982,י. ל. פרץ,תל אביב,מעשיות פון הינטערן אויוון,"זינגער, י.ב."
1943,מתנות,ניו יארק,די משפחה קארנאווסקי,"זינגער, י.י"
1941,מתנות,ניו יארק,דערציילונגען,"זינגער, י.י"
1922,"קולטור ליגע, ווארשע",ווארשע,פערל,"זינגער, י.י."
1963,המנורה,תל אביב,דער יונגער דזשייקאבס,"זינגער, יעקב"
1960,י. ל. פרץ,תל אביב,דראמאטישע שריפטן.,"זינגער, יעקב"
1959,ארבעטער-רינג,ניו יארק,דיכטער און פראזאאיקער. עסייען,"זינגער, ש. ד."
1958,פאראייניגטן טשענסטאכאווער קאמיטעט,ניו יארק,טשענסטאכאוו.,"זינגער, ש. ד."
