1971,קיום,בוענאס איירעס,פנימער און נעמען,"יאנאסאוויטש, יצחק"
1950,איקוף,ניו יארק,מיין לעבן אין טעאטער.,"יאנג, בועז"
1968,ציקא,ניו יארק,געסט,"יאניש, ריווע"
1960,י. ל. פרץ,תל אביב,די געשיכטע פון יידן אין לאדזש.,"יאסני, א. וואלף"
1966,י. ל. פרץ,תל אביב,די געשיכטע פון יידן אין לאדזש.,"יאסני, א. וואלף"
1948,ציקא,ניו יארק,אנטאלאגיע פון דער העברעאישער פאעזיע,"יאפע, מרדכי"
1951,ציקא,ניו יארק,אנטאלאגיע פון דער העברעאישער פאעזיע,"יאפע, מרדכי"
1939,מ. י. בוך קאמיטעט,ניו יארק,רינגען אין דער קייט,"יאפע, מרדכי"
1976,המנורה,תל אביב,די ווייסע ציג מיט די זילבערנע גלעקלעך,"יאקיר, בלימעלע"
1974,י. ל .פרץ,תל אביב,א שאליטן מיט ישובניקעס,"יאקיר, יאנקל"
1981,אייגנס,תל אביב,געשיכטעס און פארטרעטן,"יאקיר, יאנקל"
1940,דער עמעס,מאסקווע,ביאגרפיע פון וו. אי. לענין.,"יאראסלאווסקי, יעמ"
,,,נאטור און מענטש,"יאשונסקי, י"
1910,פארלאג יהואש,,"Yehoash (1910). Gezamel*te lieder. Nyu Yor*k, FARLAG YEHOASH",יהואש
1910,פארלאג יהואש,,"Yehoash (1910). Yeshaya. Nuyork, Yehoash.",יהואש
1912,פארלאג יהואש,,"Yehoash (1912). Fablen. Nyu Yor*k, Farlag Yehoash.",יהואש
1913,אויפגאנג,ניו יארק,אין זון און נעבל,יהואש
1926,"תנ""ך",ניו יארק,"חומש. ויקרא, במדבר, דברים.",יהואש
1929,"תנ""ך",ניו יארק,"נביאים אחרונים. יחזקאל, תרי-עשר",יהואש
1929,"תנ""ך",ניו יארק,"נביאים אחרונים. ישעיה, ירמיה",יהואש
1927,"תנ""ך",ניו יארק,"נביאים ראשונים. יהושוע, שופטים, שמואל א, ב.",יהואש
1927,"תנ""ך",ניו יארק,"נביאים ראשונים. מלכים א, ב.",יהואש
1913,פארלאג אויפגאנג,ניו יארק,פון דער וועלט און יענער,יהואש
1941,יהואש פארלאג,ניו יארק,תורה נביאים וכתובים. חומש נביאים ראשונים,יהואש
1941,יהואש פארלאג,ניו יארק,תורה נביאים וכתובים. נביאים אחרונים כבובים,יהואש
1938,דער טאג - היברו פאבלישינג קא,ניו יארק,תורה נביאים כתובים.,יהואש
1938,דער טאג - היברו פאבלישינג קא,ניו יארק,תורה נביאים כתובים.,יהואש
1941,יהואש פארלאג,ניו יארק,"הערות צום תנ""ך פון יהואש","יהואש - קאסאווער, מרדכי דר"
1932,ארבעטער רינג,ניו יארק,ליכטיקע מינוטן,"יוד, נחום"
1949,איקוף,טאראנטא,צער און פרייד,יודיקא
1943,איקוף,טאראנטא,שפליטערס,יודיקא
1929,ווילנער פארלאג,ווילנע,פון דריי וועלטן,"יודסאן, ש"
1929,ווילנער פארלאג,ווילנע,פון דריי וועלטן.,"יודסאן, ש"
1976,י. ל. פרץ,תל אביב,אויף זונזינק שליאך,"יונג, הערש לייב"
1970,י. ל. פרץ,תל אביב,איבער צעפלאמטע האריזאנטן,"יונג, הערש לייב"
1967,י. ל. פרץ,תל אביב,דורך ליכט און פינסטערניש,"יונג, הערש לייב"
1962,י. ל. פרץ,תל אביב,העכער די וואלקענס,"יונג, הערש לייב"
1977,ישראל בוך,תל אביב,אין לאנד פון אליהו הנביא,"יונגמאן, משה"
1954,פארלאג די גאלדענע פאווע,פאריז,אין שאטן פון מולד. לידער און פאעמען,"יונגמאן, משה"
1964,י. ל. פרץ,תל אביב,ווייסע טויער,"יונגמאן, משה"
1973,ישראל בוך,תל אביב,רעגנבויגן צו קאפנס,"יונגמאן, משה"
1969,המנורה,תל אביב,שמייכלען פון ארץ הקודש,"יונגמאן, משה"
1956,יונג ווילנע,ניו יארק,דער 13טער שבט. ראמאן,"יונין, וואלף"
1994,י. ל. פרץ,תל אביב,אפגעקליבענע לידער,"יונתן, נתן"
1937,עבודה,בוענאס איירעס,וועלט און היים,"יוריס, א. ש."
,ערמוני,תל אביב,עקסאדוס,"יוריס, לאון- לעוויטאן, בער"
,ערמוני,תל אביב,עקסאדוס,"יוריס, לאון- לעוויטאן, בער"
,ערמוני,תל אביב,עקסאדוס,"יוריס, לאון- לעוויטאן, בער"
1927,,פאריז,עפיזאדען,"יושקעוויטש, ס"
1966,,תל אביב,פון בוג ביז פיעטשארא,"יחיאלס, י"
1927,יידיש לעבן,ניו יארק,די חופה נאכט,"יסנעט, מאריס"
,,?,(לידער),"יעווטושענקא, יעווגעני"
1984,לייוויק פארלאג,תל אביב,בארוועס אין דער שניי,"יעלין, חיים"
1978,המנורה,תל אביב,בלוט און וואפן,"יעלין, מאיר"
1977,י. ל. פרץ,תל אביב,דער פרייז פון יענעם ברויט,"יעלין, מאיר"
1972,סאווטסקי פיסאטעל,מאסקווע,זייערע בליקן האבן זיך באגעגנט,"יעלין, מייער"
1970,המנורה,תל אביב,לידער און פאעמעס,"יעסענין, סערגיי"
1946,ע. ק.,דעטרויט,לידער און פאעמעס,"יעסענין, סערגיי"
1941,דער עמעס,מאסקווע,נייע געשיכטע. לערנבוך,"יעפימאוו, א. וו."
1966,ארבעטער רינג,ניו יארק,יידן גיבן זיך ניט אונטער.,"יעפרויקין, זלמה"
1962,ארבעטער רינג,ניו יארק,א באזוך אין סאוועט רוסלאנד,"יעפרויקין, זלמן"
1966,ארבעטער רינג,ניו יארק,יידן גיבן זיך נישט אונטער,"יעפרויקין, זלמן"
1956 (1955),ארבעטער רינג,ניו יארק,יידישע קינדער.,"יעפרויקין, זלמן - יודל מארק"
1961,ארבעטער רינג,ניו יארק,יידישע קינדער. ב,"יעפרויקין, זלמן - יודל מארק"
1948,ניו יארקער א. ר. מיטלשול,ניו יארק,ביים קוואל. ליטערארישע זאמלונג פאר דער יידישער שול.,"יעפרויקין, י - קאזדאן, ח. ש."
1924,מחבר,ניו יארק,פאבלען,"יערוזאלעמטשיק, נחום"
1952,בילדונגס קאמיטעט,ניו יארק,פון פרצעס אוצר. פרץ אנטאלאגיע,"יערויקין, זלמן"
1947,די פעדער פארלאג,ניו יארק,די עטישע לערע פון די תנאים,"יערוסאלימסקי, ישיעה"
1924,מחבר,ניו יארק,פאבלען,"יערוסאלעמציק, נחום"
1965,קרית ספר,ירושלים,סיפור-מעשה ריבוי היסודות העבריים בלשון אידיש. תדפיס.,"יערי, אברהם"
1936,"יהואש ברענטש, ארבעטער פארלאג",ניו יארק,געזאנגען,"יפה, יוסף"
1914,מ. גורעוויטש פארלאג,ניו יארק,ליעדער,"יפה, יוסף"
1914,גורעוויטש פראלג,ניו יארק,ליעדער,"יפה, יוסף"
1914,מ. גורעוויטש פארלאג,ניו יארק,ליעדער.,"יפה, יוסף"
1961,י. ל. פרץ,תל אביב,ארץ ישראל אין דער יידישער ליטעראטור. פאעזיע,"יפה, מרדכי"
1958,י. ל. פרץ,תל אביב,צען ישראל דיכטער,"יפה, מרדכי"
1984,י. ל. פרץ,תל אביב,זכרונות און שריפטן פון א ביאליסטאקער,"ירוזאלימסקי, יעקב"
1950,ירושלמי,ניו יארק,פענצטער אין הימל,"ירוזלימסקי, ישעיה"
1974,ניי לעבן,תל אביב,באנקראט פון די איזמען,"ירושלימי, אברהם"
1965,ארבעטער רינג,ניו יארק,100 יאר מאדערנע יידישע ליטעראטור. ביבליאגראפישער צושטייער,"ישורין, יעפים"
1941,,ניו יארק,אב. קאהאן ביבליאגראפיע.,"ישורין, יעפים"
1936,פארווערטס,ניו יארק,ב. וולאדעק אין דער אפשאצונג פון זיינע פריינד,"ישורין, יעפים (רעד)"
1947,SHULSINGER BROS.,ניו יארק,דאס לעבען און שאפען פון חפץ חיים.,"ישר, משה מאיר הרב"
1946,SHULSINGER BROS.,ניו יארק,דאס לעבען און שאפען פון חפץ חיים.,"ישר, משה מאיר הרב"
1963,יידיש בוך,ווארשע,גערשן אין אמעריקע,כאווער-פאווער
1963,איקוף,ניו יארק,גרשון אין אמעריקע,כאווער-פאווער
1942,כאווער-פאווער בוך קאמיטעט,לאס אנדזשעלעס,די צען לאנדסלייט,כאווער-פאווער
1942,כאווער-פאווער בוך קאמיטעט,לאס אנדזשעלעס,די צען לאנדסלייט. ראמאן פון יידישן לעבן אין ניו-יארק,כאווער-פאווער
1947,כאווער-פאווער בוך קאמיטעט,לאס אנדזשעלעס,וואוויק. מעשהלעך פון א בראנזווילער הינטעלע,כאווער-פאווער
1955,כאווער-פאווער בוך קאמיטעט,לאס אנדזשעלעס,זלמן דער שוסטער,כאווער-פאווער
1930,פארלאג חברים,ניו יארק,פון יענער זייט טייך. א מעשה,כאווער-פאווער
1965,דער וועקער,ניו יארק,פון צארישן און סאוועטישן אונטערגרונט,"כאנאי, מארק"
1958,איקוף,ניו יארק,אין קלעם פון צייט. דערציילונגען,"כאנוקאוו, ל"
1929,,ניו יארק,דער מענטש. דערציילונגען,"כאנוקאוו, ל"
1960,איקוף,ניו יארק,ליטערארישע עסייען,"כאנוקאוו, ל"
1960,איקוף,ניו יארק,ליטערארישע עסייען.,"כאנוקאוו, ל"
1966,י. ל .פרץ,תל אביב,לעצטע שריפטן,"כאנוקאוו, ל"
1938,קינדער רינג,ניו יארק,בערעלע.,"כאנין, נ"
1929,וועקער פארלאג,ניו יארק,סאוויעט רוסלאנד. ווי איך האב איהר געזען,"כאנין, נ"
1937,בילדונגס דעפארטמענט פון ארבעטער רינג.,ניו יארק,אונזער שול. א מאנאטלאכער זשורנאל פאר עלטערן און לערער.,"כאנין, נ (רעד)"
,בילדונגס-דעפארטמענט פון ארבעטער רינג,ניו יארק,קינדער-צייטונג.,"כאנין, נ (רעד)"
1942,ארבעטער רינג,ניו יארק,א רייזע איבער צענטראל און דרום אמעריקע,"כאנין, נ."
1938,קולטור,ניו יארק,פייל און בויגן,כאשמאל
1938,קולטור פארלאג - פראלעטפען,ניו יארק,פייל און בויגן.,כאשמאל
1933,פראלעט פען,ניו יארק,שער און אייזן,כאשמאל
1948,השומר הצעיר,פראג,יידן און אראבער אין ארץ ישראל,"כהן, אהרון"
1931,ב. קלעצקין פארלאג,ווילנע,יידישע פאלקסמעשיות,"כהן, י. ל."
1931,יידישע פאלק-ביבליאטעק,ווילנע,יידישע פאלקס-מעשיות,"כהן, י. ל."
1952,ייווא ביבליאטעק,ניו יארק,שטודיעס וועגן יידישער פאלקסשאפונג,"כהן, י. ל."
1957,ייווא,ניו יארק,יידישע פאלקסלידער מיט מעלאדיעס,"כהן, י. ל. - מאקס וויינרייך"
1961,י. ל. פרץ,תל אביב,אונטער די סאוויעטישע הימלען,"כהן, יעקב"
1964,ניי לעבן,תל אביב,די משפחה ערליך. ראמאן,"כהן, יעקב"
1960,י. ל. פרץ,תל אביב,דער גורל פונעם ייד. ערב-חורבן ראמאן,"כהן, יעקב"
1967,המנורה,תל אביב,דריי יאר אין פוילישן מיליטער (1919-1922),"כהן, יעקב"
1972,ניי לעבן,תל אביב,ווייטן,"כהן, יעקב"
1955,דער נייער מאמענט,סאן-פאולא,יידן אין דער אנטשטייאונג פון בראזיל,"כהן, משה"
1953,רענעסאנס,ניו יארק,דער רבי פון בארדיטשעוו. א דראמע אין דריי אקטן,"כהן, צבי"
1959,צענטראל-פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,שטורמישע דורות.,"כהן, צבי"
1959,צענטראל-פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,שטורמישע דורות.,"כהן, צבי"
1961,י. ל. פרץ,תל אביב,די העלדן אין דער וועלט-געשיכטע,"כהן, צבי דר"
1961,י. ל. פרץ,תל אביב,די העלדן אין דער וועלט-געשיכטע,"כהן, צבי דר"
1961,י. ל. פרץ,תל אביב,די העלדן אין דער וועלט-געשיכטע,"כהן, צבי דר"
1961,י. ל. פרץ,תל אביב,די העלדן אין דער וועלט-געשיכטע,"כהן, צבי דר"
1958,פארבאנד ביכער פארלאג,ניו יארק,די פילאזאפיע פון יידנטום.,"כהן, צבי דר"
1958,פארבאנד ביכער פארלאג,ניו יארק,די פילאזאפיע פון יידנטום.,"כהן, צבי דר"
1958,פארבאנד ביכער פארלאג,ניו יארק,די פילאזאפיע פון יידנטום.,"כהן, צבי דר"
1996,MC,ירושלים,בשני לבבות. קורות חייו של יהודי בין ימינו,"כהנא, מאיר"
2003,ה. לייוויק פארלאג,,"מענטשן וואס פלאנצן בלומען. דערציילונגען, פובליציסטיק","כהן-צדק, אלישבע"
1944,עבר,ירושלים,נושאים לחבורים,"כוכבא, מ. דר"
1972,אלף פארלאג,ניו יארק,אהרקע דער ליטוואק. ראמאן,"כיניץ, יהושע"
1958,אונזער צייט,ניו יארק,כמורנער בוך,"כמורנער, י - וואסער, מאיר"
1995,ישראל בוך,תל אביב,איך און למך,"כנר (קאנאר), צבי"
1925,פארלאג זאנגער,ניו יארק,א מעשה פון ים און אנדערע לידער,"כץ, אלעף"
1944,,ניו יארק,אמאל איז געווען א מעשה,"כץ, אלעף"
1934,מתנות,ניו יארק,דאס טעלערל פון הימל.,"כץ, אלעף"
1950,,ניו יארק,גוט מארגן אלף.,"כץ, אלף"
1953,יונגווארג פארלאג,ניו יארק,מאריקס כאלעם.,"כץ, אסתר"
1956,מ. כ. יוביליי קאמיטעט,ניו יארק,א דור וואס האט פארלוירן די מורא,"כץ, משה"
1946,דאס שפיגעל,בוענאס איירעס,אזוי האט עס זיך אנגעהויבן.,"כץ, משה"
1920,נייע וועלט,ניו יארק,ניקאלאי לענין. זיין לעבן און ווירקן.,"כץ, משה"
1940,ארבעטער רינג,ניו יארק,זכרונות פון א בונדיסט,"כץ-בלום, הלל"
1961,ציקא - יידוך,ני-בא,דער קריזיס פון מאדערנעם העברעיש,"כצנלסאן, ק"
1948,הוצאת מפלגת פועלי ציון,מינכן,אויסגעוויילטע שריפטן,"כצנלסון, ב"
1947,הוצאת מפלגת פועלי ציון,מינכן,איינער קעגן אלעמען. נחום סירקינס ערשטע קאמפ-יארן,"כצנלסון, ב"
1940,"פ""צ",תל אביב,איינער קעגן אלעמען,"כצנלסון, ב."
1959,י. ל. פרץ,תל אביב,א רייזע צו פארשטויסענע ברידער,"כרמל, יוסף"
1959,שלום פארלאג,תל אביב,שלום עליכם און זיינע העלדן,"לאבקאווסקי, דוד"
1927,פרדס,ניו יארק,דער אידישער רעדנער.,"לאזעראוו, י. ל."
1935,מוינעשטער פאבלישינג קא,ניו יארק,ספר גן יהודה.,"לאזעראוו, יהודה לייב"
1945,ארבעטער רינג,ניו יארק,פיר דורות,"לאנג, ה"
,י. ל. פרץ,תל אביב,זאלץ און שוועבל. ראמאן,"לאנגפוס, אננא"
1919,ניי צייט,ניו יארק,דער אייזערמער קנאפעל,"לאנדאן, דזשעק"
1925,אינזעל,ניו יארק,דער אייזערנער קנאפל.,"לאנדאן, דזשעק"
1921,ניי צייט,ניו יארק,דער וועג.,"לאנדאן, דזשעק"
1925,אינזעל,ניו יארק,דער וועג.,"לאנדאן, דזשעק"
1925,אינזעל,ניו יארק,די שטימע פון בלוט.,"לאנדאן, דשזעק"
1930,מ. ירוחמזאן,ווארשע,דער טויט פון ים-וואלף.,"לאנדאן, דשזעק"
1947,דוד איגנאטאוו ליטעראטור פאנד,ניו יארק,פון דער וועלט-פאעזיע,"לאנדוי, זישא"
1921,וועלט פארלאג,בערלין,אויפרוף צום סאציאליזם,"לאנדויער, גוסטאוו"
1933,ח. בזשאזא,ווארשע,די רעוואלוציע.,"לאנדויער, גוסטאוו"
1972,ה. ל. בוך-קאמיטעט,ניו יארק,אין שפיגל פון נעכטן. זכרונות,"לאנדינסקי, העלען"
1945,נעשאנעל רעפיודזשי סוירוויס,ניו יארק,לידער פון א פליכטלינג,"לאנדינסקי, ש. י."
1959,מאנטע סקאפוס,ריא דע זשאנעירא,ליכטיקע קאיארן. לידער און דערציילונגען,"לאנדע, י"
1965,פארלעג ניי לעבן,תל אביב,אויסגעווארצלטע מענטשן,"לאסאווין, ל"
1916,,ניו יארק,געקליבענע שריפטן,"לאסאל, פערדינאנד"
1952,יידיש בוך,ווארשע,מיטן פנים צום מארגן,"לאסטיק, ש"
1950,יידיש בוך,ווארשע,די יידישע ליטעראטור ביז די קלאסיקער.,"לאסטיק, שלמה"
1940,אטלטנטיק,ניו יארק,נייע לידער,"לאפין, ב"
1934,פארלאג כאוויירים,ניו יארק,צייכנס. לידער און פאעמעס,"לאפין, ב"
1919,ניי צייט,ניו יארק,רוסישע לידער,"לאפין, ב"
1919,ניי צייט,ניו יארק,רוסישע ליריק. אנטאלאגיע,"לאפין, ב"
1969,ציקא,ניו יארק,גורל פון א קרייז. לידער,"לאקיעטש, משה"
1932,ים,תל אביב,דו. לידער,"לאקער, מלכה"
1947,אידישער קעמפער,ניו יארק,די וועלט איז אן א היטער,"לאקער, מלכה"
1931,טריאנגל,פאריז,וועלט און מענטשן,"לאקער, מלכה"
1950,אידישער קעמפער,ניו יארק,זשאן ארטור רעמבא,"לאקער, מלכה"
1967,י. ל. פרץ,תל אביב,ירושלים,"לאקער, מלכה"
1977,י. ל. פרץ,תל אביב,ירשלים.,"לאקער, מלכה"
1958,די ברידער שולזינגער,ניו יארק,"ראמאנטיקער. דייטשלאנג, פראנקרייך, ענגלאנד","לאקער, מלכה"
1967,ישראל בוך,תל אביב,"Larkin, M. (1967). Di zeks teg fun Yad-Mordekhai.","לארקין, מארגארעט"
1967,ישראל בוך,תל אביב,די זעקס טעג פון יד-מרדכי.,"לארקין, מארגארעט"
1961,התאחדות עולי פולין בישראל,תל אביב,לאנדסמאנשאפטן אין ישראל.,"לאש, ל (רעד)"
1968,פארלאג ניי לעבן,תל אביב,ערנסטע ליבעס. ראמאן,"לב (לעוו), שרה און מאיר"
,הוצאת טללים,ישראל,ברוינער בער און די טעג פון די וואך.,"לב, ר"
1948,יחידים,שיקאגא,שוועלן. א טרילאגיע,"לבדי, שלמה"
1948,יחידים,שיקאגא,שוועלן. א טרילאגיע,"לבדי, שלמה"
1948,יחידים,שיקאגא,שוועלן. א טרילאגיע,"לבדי, שלמה"
1972,י. ד. ל.,תל אביב,מירעלע,"לבנון, צילע"
1927,דורך בעסע גענדלער,ניו יארק,פלאמטאלין,"לואיס, בערנארד"
1927,ל. בערמאן און תלוש,ניו יארק,פלאמטאלין.,"לואיס, בערנארד"
1980,הקיבוץ המאוחד,בית לוחמי הגיטאות,אין אומקום און אין אויפשטאנד,"לובעטקין, צביה"
1989,י. ל. פרץ,תל אביב,ביים פארלאשענעם פלאם,"לובעלסקי, בנימין"
1929,ביכער פאר אלעמען,ריגע,יולי 1914,"לודוויג, עמיל - ז. קאלמאנאוויטש"
1981,פארלאג פראבלעמען,תל אביב,אויף די פראנטן פון לעבן. ראמאן,"לודען, יוסף"
1966,פארלאג פראבלעמען,תל אביב,איבער צעבראכענע בריקן. ראמאן,"לודען, יוסף"
1984,פראבלעמען פארלאג,תל אביב,קורצע געשיכטע פון אנארכיסטישן געדאנק.,"לודען, יוסף"
1964,אייגנאויסגאבע,תל אביב,רויך און לעגענדעס,"לודען, יוסף"
1986,פאלאג פראבלעמען,תל אביב,שטורעם-גלאקן. עסייען,"לודען, יוסף"
1966,דורך א גרופע פריינט,תל אביב,אין פייער און רויך,"לוי-ליסנער, הינדע"
1984,,תל אביב,לייבו לוין. שטריכן פון א ווארטקינסטלער,"לוין, שורא"
1926,פרייהייט,ניו יארק,קולטור און מארקסיזם.,"לונאטשארסקי, א. וו."
1968,,תל אביב,אין וואנדער און געראנגל,"לוסטגארטן, ג"
1933,לוצקי בוך קאמיטעט,ניו יארק,בראשית,"לוצקי, א"
,,ניו יארק,פארטרעטן.,"לוצקי, אהרון"
1921,נייע וועלט,ניו יארק,סאציאלע רעפארם אדער רעוואלוציע. אויסגעוועהלטע שריפטן,"לוקסעמבורג, ראזא"
1921,נייע וועלט,ניו יארק,סאציאלע רעפארם אדער רעוואלוציע.,"לוקסעמבורג, ראזא - סאלוצקי, ב (רעד)"
1918,,ניו יארק,מודנע מענטשן,"לוריא, רחל"
1948,דער עמעס,קיעוו,געקליבענע דערציילונגען,"לוריע, נויעך"
1968,פדרציה עולמית יהודי פוילן,תל אביב,בימים ההם... אין יענע טעג.,"לזר, חיה"
1937,דביר,תל אביב,חיים נחמן ביאליק. חייו ויצירותיו,"לחובר, פ"
1969,י. ל. פרץ,תל אביב,אונטערן נוסבוים,"לי, מלכה"
1961,י. ל. פרץ,תל אביב,אין ליכט פון דורות,"לי, מלכה"
1940,אינטערנאציאנאלן ארבעטער ארדן,ניו יארק,געזאנגען,"לי, מלכה"
1932,פארלאג ים,תל אביב,דו. לידער,"לי, מלכה"
1950,איקוף,ניו יארק,דורך לויטערע קוואלן,"לי, מלכה"
1955,יידבוך,בוענאס איירעס,דורך קינדערשע אויגן,"לי, מלכה"
1932,איקוף,ניו יארק,לידער,"לי, מלכה"
1945,איקוף,ניו יארק,קינות פון אונדזער צייט,"לי, מלכה"
1915,פארווערטס,ניו יארק,געזאמלטע ווערק,"ליבין, ז"
1916,פארווערטס,ניו יארק,געזאמלטע ווערק,"ליבין, ז"
1915,פארווערטס,ניו יארק,געזאמלטע ווערק,"ליבין, ז"
1910,אינטערנאציאנאלע ביבליאטעק פארלאג,ניו יארק,געקליבענע סקיצען,"ליבין, ז"
1953,וואכנבלאט פארלאג,ניו יארק,אין געזאנג צום פאלק,"ליבמאן, יצחק"
1953,וואכנבלאט,ניו יארק,אין ליכט פון צייט,"ליבמאן, יצחק"
1953,וואכנבלאט,ניו יארק,בויערס און שאפערס פון מיין דור,"ליבמאן, יצחק"
1953,וואכנבלאט,ניו יארק,בויערס און שאפערס פון מיין דור,"ליבמאן, יצחק"
1944,וואכנבלאט,ניו יארק,וואריאציעס. געקליבענע לידער,"ליבמאן, יצחק"
1927 (1919),,ניו יארק,דאס געשלעכטס-לעבן פון מאן און פרוי,"ליבער, דר בן ציון"
1933,,ניו יארק,ביכער און שרייבער,"ליבערמאן, חיים"
1944,,ניו יארק,דר. חיים זשיטלאווסקי און זיינע פארטיידיקער.,"ליבערמאן, חיים"
1960,ועד החינוך התורני,ניו יארק,"וואכט אויף, וואכט אויף! דאס אידישע הויז ברענט!","ליבערמאן, חיים"
1947,פארווערטס,ניו יארק,ווען די וועלט האט געברענט. 1939-1946,"ליבערמאן, חיים"
1947,פארווערטס,ניו יארק,ווען די וועלט האט געברענט. 1939-1946,"ליבערמאן, חיים"
1930,א. בידערמאן,ניו יארק,יודזשין אניל. אן אמערקיער דראמאטורג,"ליבערמאן, חיים"
1927,יידיש לעבן,ניו יארק,ליטערארישע סילועטן.,"ליבערמאן, חיים"
1942,,ניו יארק,ממעמקים. פון די טיפענישן,"ליבערמאן, חיים"
1937,,,שדים אין מאסקווע,"ליבערמאן, חיים"
1951,אום פאבלישינג קא,ניו יארק,שלום אש און קריסטענטום.,"ליבערמאן, חיים"
1956,גלויות,תל אביב,די בייטש פון האקנקרייץ,"ליווערפול, אף לארד ראסעל"
1945,בילדונגס-קאמיטעט פון ארבעטער רינג,ניו יארק,געקליבענע שריפטן,"ליטוואק, א"
,,,יודישע נשמות.,"ליטווין, א"
1917,סטאר היברו בוק קא,ניו יארק,יודישע נשמות. גאליציע,"ליטווין, א"
1917,סטאר היברו בוק קא,ניו יארק,יודישע נשמות. ליטע,"ליטווין, א"
1917,סטאר היברו בוק קא,ניו יארק,יודישע נשמות. ליטע,"ליטווין, א"
1915,פאלקסבילדונג,ניו יארק,מאמענטן און פערזאנען אין דער יידישער געשיכטע,"ליטווין, א"
1986,,פאריז,פראנצייזישע פאעזיע,"ליטווין, מ"
1986,,פאריז,פראנצייזישע פאעזיע,"ליטווין, מ"
1986,אונזער קיום,פאריז,פראנצייזישע פאעזיע,"ליטווין, מ"
1935,מחבר,בוענאס איירעס,א ליכטיקע וועלט. קינדערמייסעס,ליטמאן
1944,מחבר,בוענאס איירעס,מיינע העלדן. דערציילונגען און סצענקעס פאר קינדער,ליטמאן
1918,אינזעל,ניו יארק,באלאדען,"לייב, מאני"
,אינזעל,ניו יארק,"בלימעלעך, קרענצעלעך. קינדער לידער.","לייב, מאני"
1955,ציקא,ניו יארק,לידער און באלאדן,"לייב, מאני"
1955,ציקא,ניו יארק,לידער און באלאדן,"לייב, מאני"
1918,אינזעל,ניו יארק,ליעדער,"לייב, מאני"
1962,די גאלדענע פאווע,פאריז,סאנעטן,"לייב, מאני"
1935,,שיקאגא,דוד איגנאטאוו. 25 יאר ליטערארישע שאפן,"לייב, מאני - י. ראזענפעלד"
1969,י. ל. פרץ,תל אביב,דאן-דאמינגאס קרייצוועג,"לייב, מלאך"
1931,יידישער ליטערטן און זשורנאליסטן קלוב אין ארץ ישראל,תל אביב,דריי. זאמלונג פאר ליטעראטור און קולטור,"לייבל, דניאל (רעד)"
1955,קיום,בוענאס איירעס,א בלאט אויף אן עפלבוים,"לייוויק, ה"
1959,י. ל. פרץ,תל אביב,אויף צארישער קאטארגע.,"לייוויק, ה"
1945,ה. לייוויק יוביליי קאמיטעט דורכן ציקא פארלאג,ניו יארק,אין טרעבלינקע בין איך ניט געווען. לידער און פאעמעס,"לייוויק, ה"
1940,,ניו יארק,אלע ווערק. דראמאטישע ווערק. יוביליי אויסגאבע,"לייוויק, ה"
1940,,ניו יארק,אלע ווערק. לידער. יוביליי אויסגאבע,"לייוויק, ה"
1927,ב. קלעצקין פארלאג,ווילנע,ארעמע מלוכע. דראמע אין פיר אקטן,"לייוויק, ה"
1927,ב. קלעצקין פארלאג,וולינע,באנקראט. דראמע אין דריי אקטן,"לייוויק, ה"
1934,ל. מ. שטיין,שיקאגא,די גאולה קאמעדיע. דער גולם חלומט,"לייוויק, ה"
1932,פריינט פארלאג,ניו יארק,לידער,"לייוויק, ה"
1937,צעשינסקי,שיקאגא,לידער פון גן עדן 1932-1936,"לייוויק, ה"
1947,ה. לייוויק יוביליי קאמיטעט דורכן ציקא פארלאג,ניו יארק,מיט דער שארית הפליטה,"לייוויק, ה"
1928,ב. קלעצקין פארלאג,ווילנע,שמאטעס. דראמע אין פיר אקטן,"לייוויק, ה"
1963,אלטוועלטלעכער יידישער קולטור קאנגרעס,<span style='mso-spacerun:yes'> ני,עסייען און רעדעס,"לייוויק, ה - י. זילבערבערג"
1970,איקוף,ניו יארק,אזוי איז געווען. געזאמלטע שריפטן,"לייזעראוויטש, יעקב"
1956,"פועלי אגודת ישראל באה""ב",ניו יארק,סאציאליזם און יהדות,"לייטער, יעקב רב"
1984,האוניברסיטה העברית,ירושלים,אנטאלאגיע פון יידישע פאלקסלידער.,"לייכטער, סיני"
1985,האוניברסיטה העברית,ירושלים,אנטאלאגיע פון יידישע פאלקסלידער.,"לייכטער, סיני"
1987,האוניברסיטה העברית,ירושלים,אנטאלאגיע פון יידישע פאלקסלידער.,"לייכטער, סיני"
1983,האוניברסיטה העברית,ירושלים,אנטאלאגיע פון יידישע פאלקסלידער.,"לייכטער, סיני"
1973,בית לוחמי הגיטאות,ישראל,פארשריבן אין א שייער,"ליימענזאן-ענגעלשטערן, בות"
1973,,מעלבארן,זעקס מיליאן און - איינער...,"ליין (לאנקער), משה"
1963,דער קוואל,ניו יארק,אמעריקע און איך.,"לייעלעס, א"
1956,געליע,בוענאס איירעס,אויף די ראנדען,"ליכט, מיכל"
1957,,בוענאס איירעס,געזאמלטע לידער,"ליכט, מיכל"
1955,געליע,בוענאס איירעס,וועלוול גאטה,"ליכט, מיכל"
1955,געליע,בוענאס איירעס,לעצטע לידער,"ליכט, מיכל"
1954,געליע,בוענאס איירעס,מאדערנע אמעריקאנער פאעזיע,"ליכט, מיכל"
